Month, Day, Year, Hour, Minute, Second, Milliseconds, Sample Time (ms), Acc_X, Acc_Y, Acc_Z, linAcc_X, linAcc_Y, linAcc_Z, gyro_X, gyro_Y, gyro_Y, mag_X, mag_Y, mag_Z, quatI, quatJ, quatK, Lattitude, Longitude
10,4,2023,17,21,36,54,20,-0.879,0.125,9.641,-0.031,0.051,-0.016,-0.004,0,0.002,37.625,-4.438,-32.875,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,74,20,-0.879,0.125,9.641,-0.031,0.051,-0.016,-0.004,0,0.002,36.75,-2.438,-33.438,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,94,20,-0.879,0.125,9.641,-0.031,0.051,-0.016,-0.004,0,0.002,37.062,-3.875,-31.938,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,114,20,-0.879,0.125,9.641,-0.031,-0.109,-0.016,-0.004,0,0.002,37.062,-3.875,-31.938,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,134,20,-0.879,0.125,9.641,-0.031,-0.109,-0.016,-0.004,0,0.002,37.438,-3,-32.438,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,154,20,-0.879,0.125,9.641,0.051,0.297,0.023,-0.004,0,0.002,37.438,-3,-32.438,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,174,20,-0.879,0.125,9.641,0.051,0.297,0.023,-0.004,0,0.002,36.812,-2.438,-32.938,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,194,20,-0.879,0.125,9.641,0.051,0.297,0.023,-0.004,0,0.002,38.062,-4.125,-31.875,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,214,20,-0.879,0.125,9.641,0.051,0.297,0.023,-0.004,0,0.002,37.312,-3.562,-33.438,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,234,20,-0.879,0.125,9.641,0.051,0.297,0.023,-0.004,0,0.002,38.125,-3.812,-30.875,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,254,20,-0.879,0.125,9.641,-0.023,0.219,0.023,-0.004,0,0.002,38.125,-3.812,-30.875,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,274,20,-0.879,0.125,9.641,-0.023,0.219,0.023,-0.004,0,0.002,36.812,-3.938,-30,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,294,20,-0.879,0.125,9.641,-0.055,0.066,-0.199,-0.004,0,0.002,36.812,-3.938,-30,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,314,20,-0.879,0.125,9.641,-0.055,0.066,-0.199,-0.004,0,0.002,36.938,-3.875,-33.5,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,334,20,-0.879,0.125,9.641,-1.035,1.047,0,-0.004,0,0.002,36.938,-3.875,-33.5,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,354,20,-0.879,0.125,9.641,-1.035,1.047,0,-0.004,0,0.002,36.688,-3.375,-32.938,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,374,20,-0.879,0.125,9.641,-1.035,1.047,0,-0.004,0,0.002,36.562,-3.875,-34.438,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,394,20,-0.879,0.125,9.641,-1.035,1.047,0,-0.004,0,0.002,37.5,-1.75,-34.438,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,414,20,-0.879,0.125,9.641,-1.035,1.047,0,-0.004,0,0.002,37,-4.188,-31.938,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,434,20,-0.879,0.125,9.641,-1.117,7.117,0.207,-0.004,0,0.002,37,-4.188,-31.938,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,454,20,-0.879,0.125,9.641,-1.117,7.117,0.207,-0.004,0,0.002,37.188,-2.438,-32,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,474,20,-0.879,0.125,9.641,1.266,2.938,0.359,-0.004,0,0.002,37.188,-2.438,-32,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,494,20,-0.879,0.125,9.641,1.266,2.938,0.359,-0.004,0,0.002,37.812,0,-32,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,514,20,-0.879,0.125,9.641,1.266,2.938,0.359,-0.004,0,0.002,37.312,-2.125,-30.5,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,534,20,3.184,-9.184,10.176,1.266,2.938,0.359,-0.004,0,0.002,37.312,-2.125,-30.5,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,554,20,3.184,-9.184,10.176,1.266,2.938,0.359,-0.004,0,0.002,37.125,-1,-30.062,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,574,20,3.184,-9.184,10.176,3.453,-14.016,0.477,-0.004,0,0.002,37.125,-1,-30.062,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,36,594,20,3.184,-9.184,10.176,3.453,-14.016,0.477,-0.004,0,0.002,35.625,-2.875,-29.625,-0.027,0.037,0.73,1000,1000
10,4,2023,17,21,37,614,20,3.184,-9.184,10.176,2.332,-16.445,0.199,-0.004,0,0.002,35.625,-2.875,-29.625,-0.027,0.037,0.73,1000,1000
